comuna;zona;sexo;edad;ecivil;educ;activ;P1;P2;P3;P4;P5;P6;P7;Y1;Y2;Ytot;Ytot2
Iquique;Urbano;Hombre;49;Separado(a);Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;No;N10;1300000;0;1500000;500000
Iquique;Urbano;Mujer;43;Soltero(a);Profesional Completo;Ocupados;No;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N2;833;0;833;833
Iquique;Urbano;Mujer;49;Soltero(a);Postgrado Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;2761666;0;3011666;2573333
Iquique;Urbano;Hombre;59;Casado(a);M. TŽc. Prof. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N5;420000;0;720000;300000
Iquique;Urbano;Hombre;47;Separado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N2;410000;6000;616000;350000
Iquique;Urbano;Mujer;47;Separado(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;951500;25879;1257379;241500
Iquique;Urbano;Mujer;32;Conviviente o pareja;M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;1527500;8346;1735846;524167
Iquique;Urbano;Mujer;42;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N9;400000;0;650000;400000
Iquique;Urbano;Mujer;50;Conviviente o pareja;M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);No sabe;S’;S’;N10;896000;5019;1251019;200000
Iquique;Urbano;Hombre;44;Casado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;No;N10;959000;11294;1370294;323000
Iquique;Urbano;Mujer;53;Separado(a);B‡sica Incom.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N6;503333;32295;835628;120000
Iquique;Urbano;Mujer;24;Soltero(a);Profesional  Incompleto;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N3;1030000;0;1330000;230000
Iquique;Urbano;Mujer;46;Casado(a);M. TŽc Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N5;522750;13107;715857;422750
Iquique;Urbano;Hombre;30;Conviviente o pareja;Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;No;S’;N8;1974167;0;1974167;1574167
Iquique;Urbano;Mujer;39;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N7;555000;0;955000;225000
Iquique;Urbano;Hombre;41;Casado(a);Profesional Completo;Ocupados;No;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1250000;0;1700000;500000
Iquique;Urbano;Hombre;29;Conviviente o pareja;Profesional  Incompleto;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N4;551167;0;551167;432000
Iquique;Urbano;Hombre;57;Divorciado(a);Profesional  Incompleto;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N5;800000;0;1150000;800000
Iquique;Urbano;Hombre;55;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N9;1304167;0;1704167;1304167
Iquique;Urbano;Mujer;34;Casado(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;1600217;0;1600217;935339
Iquique;Urbano;Hombre;21;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;70000;0;170000;70000
Iquique;Urbano;Hombre;42;Soltero(a);Profesional  Incompleto;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N1;2156684;0;2156684;1066684
Iquique;Urbano;Hombre;33;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1368333;35766;1704099;814166
Iquique;Urbano;Hombre;63;Casado(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1200000;0;1500000;1200000
Iquique;Urbano;Hombre;58;Soltero(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N5;500000;0;800000;500000
Iquique;Urbano;Mujer;39;Conviviente o pareja;M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N7;880000;0;1230000;350000
Iquique;Urbano;Mujer;39;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;1100000;0;1100000;700000
Iquique;Urbano;Hombre;36;Soltero(a);Profesional  Incompleto;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1450000;0;1750000;1450000
Iquique;Urbano;Hombre;46;Conviviente o pareja;M. Hum. Incompleta;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N9;2983333;0;2983333;2000000
Iquique;Urbano;Hombre;52;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;4903333;0;5303333;2586667
Iquique;Urbano;Hombre;52;Casado(a);M. TŽc Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N9;1835000;0;2335000;1823333
Iquique;Urbano;Hombre;63;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N7;1930833;0;2290833;1666833
Iquique;Urbano;Hombre;53;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;1950000;0;2250000;1100000
Iquique;Urbano;Hombre;48;Casado(a);Profesional  Incompleto;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;560000;0;1010000;560000
Iquique;Urbano;Mujer;25;Separado(a);Postgrado Incompleto;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;S’;N10;355833;0;855833;355833
Iquique;Urbano;Hombre;37;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;S’;S’;N10;3350000;0;4050000;1850000
Iquique;Urbano;Hombre;62;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;No;N10;2800000;0;3200000;2800000
Iquique;Urbano;Hombre;38;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N9;1000000;0;1400000;1000000
Iquique;Urbano;Hombre;36;Casado(a);Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;S’;N10;1500000;0;2000000;1500000
Iquique;Urbano;Hombre;40;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;S’;N9;2336666;0;2336666;2336666
Iquique;Urbano;Mujer;32;Divorciado(a);M. TŽc Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;3000000;0;3000000;3000000
Iquique;Urbano;Hombre;49;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1950000;0;2340000;1550000
Iquique;Urbano;Hombre;66;Casado(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;2070000;0;2370000;2070000
Iquique;Rural;Hombre;51;Soltero(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N8;600000;82058;682058;200000
Iquique;Rural;Mujer;56;Soltero(a);M. Hum. Incompleta;Inactivos;No;No;Chilena (exclusivamente);En esta comuna;S’;No;N6;600010;0;670010;150000
Iquique;Rural;Mujer;48;Soltero(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N7;286666;0;286666;143333
Iquique;Rural;Hombre;27;Soltero(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N9;620833;0;680833;520833
Iquique;Rural;Hombre;43;Casado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;No;N6;310000;110512;510512;100000
Iquique;Rural;Hombre;81;Casado(a);B‡sica Compl.;Ocupados;No;S’;Chilena (exclusivamente);En esta comuna;No;No;N6;250000;93880;384780;150000
Iquique;Rural;Hombre;46;Casado(a);B‡sica Incom.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;No;N5;200000;0;200000;200000
Iquique;Rural;Hombre;59;Casado(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N6;350000;54168;445068;200000
Iquique;Rural;Hombre;42;Conviviente o pareja;B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N6;843333;30168;953570;363333
Iquique;Rural;Hombre;34;Casado(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;No;N6;333333;86016;419349;333333
Iquique;Rural;Mujer;50;Soltero(a);B‡sica Incom.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N5;366667;3958;450694;66667
Iquique;Rural;Hombre;77;Soltero(a);B‡sica Incom.;Inactivos;No;No;Chilena (exclusivamente);En esta comuna;No;No;N5;5000;125614;230614;5000
Iquique;Rural;Hombre;51;Soltero(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N6;170000;0;250069;150000
Iquique;Rural;Hombre;40;Separado(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N9;800000;0;900000;800000
Iquique;Rural;Hombre;48;Conviviente o pareja;B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En otra comuna;S’;No;N6;180000;17252;197252;180000
Iquique;Rural;Mujer;42;Soltero(a);M. TŽc. Prof. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;No;N6;300000;8626;308626;300000
Iquique;Rural;Hombre;56;Casado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N6;1000000;0;1200000;500000
Iquique;Rural;Hombre;53;Soltero(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N9;320000;0;360000;320000
Iquique;Rural;Hombre;32;Conviviente o pareja;TŽcnico Nivel Superior Completo;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;No;S’;N9;560000;0;560000;370000
Iquique;Rural;Hombre;30;Soltero(a);M. Hum. Completa;Ocupados;No;No;Otra nacionalidad (extranjeros);En otro pa’s;No;No;N8;200000;0;300000;200000
Iquique;Rural;Hombre;73;Soltero(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N10;500000;0;600000;300000
Iquique;Rural;Hombre;44;Casado(a);M. Hum. Completa;Ocupados;S’;No;Otra nacionalidad (extranjeros);En esta comuna;No;No;N5;974167;6692;1130859;422500
Iquique;Rural;Mujer;40;Separado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;No;N10;500000;0;600000;500000
Iquique;Rural;Mujer;48;Soltero(a);M. TŽc. Prof. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N5;1353333;9000;1512333;1353333
Iquique;Rural;Mujer;42;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Otra nacionalidad (extranjeros);En esta comuna;S’;No;N4;210000;0;250000;180000
Iquique;Rural;Hombre;60;Soltero(a);Profesional Completo;Ocupados;S’;S’;Otra nacionalidad (extranjeros);En otro pa’s;No;No;N8;340000;0;420000;280000
Alto Hospicio;Urbano;Mujer;62;Conviviente o pareja;Sin Educ. Formal;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N3;571667;10000;771667;120000
Alto Hospicio;Urbano;Hombre;48;Casado(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N9;553333;94058;747391;253333
Alto Hospicio;Urbano;Hombre;50;Casado(a);M. Hum. Completa;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;S’;S’;N10;820000;0;920000;300000
Alto Hospicio;Urbano;Mujer;36;Conviviente o pareja;M. Hum. Incompleta;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;No;N10;654967;6000;810967;200000
Alto Hospicio;Urbano;Mujer;37;Separado(a);M. TŽc Completa;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;No;S’;N10;1018333;52178;1250511;853333
Alto Hospicio;Urbano;Hombre;47;Casado(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N10;457500;0;637500;357500
Alto Hospicio;Urbano;Mujer;40;Conviviente o pareja;M. Hum. Incompleta;Ocupados;S’;S’;Otra nacionalidad (extranjeros);En esta comuna;S’;S’;N10;2650000;0;2850000;1000000
Alto Hospicio;Urbano;Mujer;48;Conviviente o pareja;M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;No;S’;N6;1250000;0;1500000;350000
Alto Hospicio;Urbano;Mujer;55;Separado(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N8;705000;0;955000;400000
Alto Hospicio;Urbano;Mujer;36;Soltero(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N6;183333;25878;409211;183333
Alto Hospicio;Urbano;Hombre;45;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1104167;0;1124167;604167
Alto Hospicio;Urbano;Mujer;24;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;No;N6;290000;24210;564210;190000
Alto Hospicio;Urbano;Mujer;37;Soltero(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N7;1160000;33210;1443210;325833
Alto Hospicio;Urbano;Hombre;55;Separado(a);B‡sica Incom.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N6;350000;0;350000;350000
Alto Hospicio;Urbano;Hombre;61;Casado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N10;100000;88058;388058;100000
Alto Hospicio;Urbano;Hombre;63;Casado(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N6;960000;0;1240000;160000
Alto Hospicio;Urbano;Mujer;46;Casado(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;No;S’;N10;950000;0;950000;250000
Alto Hospicio;Urbano;Mujer;50;Separado(a);B‡sica Incom.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N10;210000;71756;381756;150000
Alto Hospicio;Urbano;Mujer;56;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N10;550000;5000;705000;200000
Alto Hospicio;Urbano;Mujer;49;Separado(a);TŽcnico Nivel Superior Completo;Desocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N5;48917;0;178917;40000
Alto Hospicio;Urbano;Hombre;47;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N5;855093;82058;937151;55093
Alto Hospicio;Urbano;Hombre;54;Separado(a);M. TŽc Completa;Inactivos;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;172000;0;352000;100000
Alto Hospicio;Urbano;Mujer;31;Conviviente o pareja;B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;No;N8;510000;15882;525882;220000
Alto Hospicio;Urbano;Hombre;56;Casado(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;1230000;0;1230000;600000
Alto Hospicio;Urbano;Hombre;40;Soltero(a);M. Hum. Incompleta;Inactivos;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;80000;82058;162058;80000
Alto Hospicio;Urbano;Mujer;36;Separado(a);B‡sica Compl.;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;No;N10;250000;25878;275878;200000
Alto Hospicio;Urbano;Hombre;33;Conviviente o pareja;M. TŽc Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;No;No;N5;653000;0;653000;53000
Alto Hospicio;Urbano;Hombre;61;Soltero(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N10;100000;0;250000;100000
Alto Hospicio;Urbano;Hombre;55;Casado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N8;500000;7500;657500;500000
Alto Hospicio;Urbano;Mujer;38;Casado(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;1130000;0;1280000;480000
Alto Hospicio;Urbano;Mujer;53;Conviviente o pareja;B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;420000;23626;643626;100000
Alto Hospicio;Urbano;Mujer;38;Separado(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N9;441000;25878;1616878;168000
Alto Hospicio;Urbano;Hombre;62;Conviviente o pareja;B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N5;280000;88058;548058;280000
Alto Hospicio;Urbano;Mujer;51;Divorciado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N6;210000;93058;483058;210000
Alto Hospicio;Urbano;Hombre;28;Soltero(a);M. TŽc Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;No;S’;N9;650000;0;830000;650000
Alto Hospicio;Urbano;Mujer;29;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N10;800000;97808;1147808;90000
Alto Hospicio;Urbano;Mujer;56;Soltero(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N6;1360000;11000;1571000;1140000
Alto Hospicio;Urbano;Mujer;43;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;S’;N10;350000;25878;525878;100000
Alto Hospicio;Urbano;Mujer;61;Soltero(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;No;N10;443000;0;593000;250000
Alto Hospicio;Urbano;Mujer;44;Separado(a);B‡sica Incom.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N7;25000;89354;364354;25000
Alto Hospicio;Urbano;Hombre;36;Casado(a);Profesional  Incompleto;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1300000;0;1600000;1000000
Alto Hospicio;Urbano;Hombre;35;Conviviente o pareja;M. Hum. Incompleta;Ocupados;S’;No;Otra nacionalidad (extranjeros);En otra comuna;S’;S’;N8;675833;34168;710001;485833
Alto Hospicio;Urbano;Hombre;22;Soltero(a);Profesional  Incompleto;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;No;S’;N6;790000;0;970000;350000
Alto Hospicio;Urbano;Mujer;24;Conviviente o pareja;M. Hum. Completa;Ocupados;S’;No;Otra nacionalidad (extranjeros);En otro pa’s;No;No;N8;1450000;0;1450000;190000
Alto Hospicio;Urbano;Hombre;61;Casado(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N7;710000;0;960000;450000
Alto Hospicio;Urbano;Hombre;23;Casado(a);Profesional  Incompleto;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;No;N10;1040000;22626;1062626;750000
Alto Hospicio;Urbano;Hombre;45;Casado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N7;680000;7000;837000;500000
Alto Hospicio;Urbano;Mujer;31;Casado(a);M. TŽc Completa;Ocupados;No;No;Otra nacionalidad (extranjeros);En otro pa’s;No;No;N8;590000;17252;607252;210000
Alto Hospicio;Urbano;Hombre;29;Casado(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En otro pa’s;No;No;N5;500000;0;680000;320000
Alto Hospicio;Urbano;Mujer;48;Anulado(a);M. Hum. Completa;Ocupados;No;No;Otra nacionalidad (extranjeros);En otro pa’s;S’;S’;N8;480000;0;480000;290000
Alto Hospicio;Urbano;Mujer;42;Soltero(a);Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;No;S’;N8;445000;21390;646390;445000
Alto Hospicio;Urbano;Mujer;30;Soltero(a);Profesional  Incompleto;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N5;474000;0;724000;474000
Alto Hospicio;Urbano;Hombre;36;Casado(a);Profesional  Incompleto;Desocupados;S’;No;Chilena (exclusivamente);En otra comuna;No;S’;N7;3723900;0;3723900;1500000
Alto Hospicio;Urbano;Mujer;33;Soltero(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N9;150000;29335;379335;100000
Alto Hospicio;Urbano;Hombre;79;Viudo(a);B‡sica Compl.;Inactivos;No;No;Chilena (exclusivamente);En esta comuna;No;No;N5;252000;0;402000;80000
Alto Hospicio;Urbano;Hombre;62;Viudo(a);B‡sica Incom.;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N7;825833;0;1025833;265833
Alto Hospicio;Urbano;Mujer;48;Soltero(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;No;N8;1180000;50795;1430795;80000
Alto Hospicio;Urbano;Hombre;53;Casado(a);M. TŽc Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;No;S’;N8;610000;0;810000;250000
Alto Hospicio;Urbano;Mujer;47;Soltero(a);B‡sica Incom.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N8;430000;19214;599214;350000
Alto Hospicio;Urbano;Mujer;19;Soltero(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N6;615000;18990;813990;120000
Alto Hospicio;Urbano;Hombre;50;Casado(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N4;240000;7542;427542;150000
Alto Hospicio;Urbano;Hombre;35;Conviviente o pareja;B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;300000;11958;561958;300000
Alto Hospicio;Urbano;Hombre;48;Conviviente o pareja;M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;No;N7;1290833;29167;1570000;300000
Alto Hospicio;Urbano;Mujer;39;Separado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N8;607000;7000;814000;487000
Alto Hospicio;Urbano;Hombre;34;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;S’;N7;926667;0;926667;681667
Alto Hospicio;Urbano;Hombre;40;Separado(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En otra comuna;No;No;N10;150000;12000;312000;150000
Alto Hospicio;Urbano;Mujer;50;Divorciado(a);B‡sica Incom.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N7;450000;62972;662972;240000
Alto Hospicio;Urbano;Mujer;33;Separado(a);B‡sica Compl.;Inactivos;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N5;230000;42400;372400;100000
Alto Hospicio;Urbano;Hombre;38;Casado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N8;488000;5000;623000;488000
Alto Hospicio;Urbano;Mujer;39;Separado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En otra comuna;No;S’;N7;820000;0;820000;520000
Alto Hospicio;Urbano;Hombre;31;Casado(a);M. TŽc. Prof. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;490000;55323;747323;320000
Alto Hospicio;Urbano;Mujer;38;Soltero(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N8;240000;42208;472208;120000
Alto Hospicio;Urbano;Hombre;41;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;400000;45461;595461;400000
Alto Hospicio;Urbano;Mujer;39;Separado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N4;326666;15000;521666;254666
Alto Hospicio;Urbano;Hombre;63;Casado(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N6;250000;88058;488058;250000
Alto Hospicio;Urbano;Hombre;33;Casado(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N7;1512500;8000;1770500;808333
Alto Hospicio;Urbano;Mujer;39;Conviviente o pareja;TŽcnico Nivel Superior Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N5;1092166;4667;1346833;291083
Alto Hospicio;Urbano;Mujer;31;Separado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N7;864750;0;1114750;784750
Alto Hospicio;Urbano;Mujer;52;Conviviente o pareja;M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N4;400000;5000;535000;200000
Alto Hospicio;Urbano;Hombre;38;Casado(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N9;2400000;0;2650000;600000
Alto Hospicio;Urbano;Mujer;43;Separado(a);B‡sica Incom.;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;S’;N6;170000;30461;320461;170000
Alto Hospicio;Urbano;Mujer;37;Soltero(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N1;810000;84131;974131;250000
Alto Hospicio;Urbano;Mujer;49;Viudo(a);B‡sica Incom.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N1;250000;87634;437634;250000
Alto Hospicio;Urbano;Hombre;63;Conviviente o pareja;M. TŽc Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N9;1200000;0;1320000;1200000
Alto Hospicio;Urbano;Hombre;37;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N6;508750;10000;698750;508750
Alto Hospicio;Urbano;Mujer;30;Soltero(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N9;340000;48504;488504;340000
Alto Hospicio;Urbano;Hombre;49;Conviviente o pareja;B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N5;900000;7000;1027000;200000
Alto Hospicio;Urbano;Hombre;36;Casado(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1300000;46504;1496504;700000
Alto Hospicio;Urbano;Hombre;41;Casado(a);M. Hum. Completa;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;S’;N10;450000;44504;644504;450000
Alto Hospicio;Urbano;Mujer;45;Soltero(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;120000;44586;284586;120000
